> GMT_XY
157.912 -42.2132
157.963 -42.1898
158.005 -42.1777
158.048 -42.1878
158.073 -42.1539
158.2 -42.151
158.234 -42.1169
158.259 -42.1052
158.268 -42.1161
158.269 -42.1606
158.261 -42.2053
158.287 -42.2381
158.313 -42.2264
158.372 -42.2139
158.373 -42.2473
158.34 -42.2814
158.34 -42.3148
158.324 -42.3485
158.325 -42.393
158.334 -42.4262
158.403 -42.4691
158.472 -42.5121
158.465 -42.5679
158.467 -42.6346
158.479 -42.8013
158.496 -42.8231
158.565 -42.8327
158.675 -42.8302
158.769 -42.8281
158.828 -42.7934
158.879 -42.7922
158.921 -42.7579
158.954 -42.7238
158.962 -42.7236
158.996 -42.7117
159.065 -42.7435
159.201 -42.7626
159.252 -42.7281
159.311 -42.7268
159.346 -42.7371
159.379 -42.7252
159.484 -42.823
159.535 -42.8329
159.56 -42.8212
159.594 -42.8205
159.646 -42.8304
159.757 -42.8835
159.809 -42.8824
159.885 -42.8695
159.919 -42.8576
159.917 -42.802
159.95 -42.7456
159.966 -42.7118
159.975 -42.7005
160.077 -42.6982
160.12 -42.7528
160.121 -42.7862
160.113 -42.8197
160.105 -42.8422
160.072 -42.8875
160.048 -42.9214
160.092 -42.9872
160.101 -43.0315
160.127 -43.042
160.179 -43.0742
160.205 -43.107
160.224 -43.1733
160.275 -43.1722
160.301 -43.2161
160.319 -43.2602
160.354 -43.2816
160.354 -43.3039
160.381 -43.3589
160.432 -43.3578
160.457 -43.3127
160.517 -43.3224
160.559 -43.3215
160.585 -43.3209
160.602 -43.3539
160.687 -43.3519
160.715 -43.4403
160.725 -43.518
160.683 -43.5523
160.649 -43.5531
160.615 -43.5316
160.589 -43.5322
160.565 -43.5662
160.608 -43.6097
160.669 -43.675
160.67 -43.6973
160.704 -43.7188
160.757 -43.7954
160.791 -43.7947
160.824 -43.7494
160.84 -43.6823
160.881 -43.6479
160.932 -43.6245
161.034 -43.6222
161.044 -43.6664
161.053 -43.6885
161.078 -43.699
161.079 -43.7324
161.054 -43.7552
161.047 -43.7999
161.039 -43.8224
160.997 -43.8456
160.999 -43.9457
161.017 -43.9898
161.087 -44.0661
161.148 -44.1314
161.2 -44.1748
161.252 -44.2181
161.303 -44.228
161.388 -44.2261
161.457 -44.2579
161.627 -44.2539
161.627 -44.2206
161.678 -44.2305
161.688 -44.2748
161.73 -44.2849
161.782 -44.2949
161.808 -44.3277
161.843 -44.3603
161.886 -44.3815
161.972 -44.4352
162.024 -44.4785
162.059 -44.5111
162.085 -44.5327
162.119 -44.5208
162.144 -44.5091
162.196 -44.5301
162.23 -44.5516
162.256 -44.5399
162.273 -44.5729
162.317 -44.6052
162.335 -44.6493
162.361 -44.671
162.396 -44.7258
162.43 -44.725
162.455 -44.7133
162.473 -44.7352
162.49 -44.7459
162.516 -44.7453
162.541 -44.7336
162.575 -44.7328
162.609 -44.7098
162.634 -44.7092
162.659 -44.6975
162.719 -44.685
162.77 -44.6838
162.811 -44.6494
162.845 -44.6264
162.844 -44.5819
162.809 -44.5604
162.809 -44.5382
162.817 -44.5046
162.833 -44.4597
162.841 -44.4373
162.875 -44.4587
162.901 -44.4804
162.935 -44.4796
162.953 -44.5126
162.962 -44.5457
162.972 -44.6123
162.999 -44.6562
163.033 -44.6554
163.059 -44.6659
163.084 -44.6542
163.143 -44.6306
163.22 -44.6622
163.272 -44.6943
163.333 -44.7263
163.35 -44.737
163.417 -44.7021
163.45 -44.6568
163.518 -44.6663
163.586 -44.6425
163.62 -44.6195
163.654 -44.6298
163.747 -44.6276
163.756 -44.6274
163.773 -44.627
163.772 -44.5714
163.788 -44.5599
163.814 -44.5704
163.806 -44.6039
163.816 -44.6482
163.791 -44.6822
163.818 -44.7261
163.887 -44.7912
163.931 -44.8347
163.975 -44.8894
164.157 -45.0298
164.21 -45.0953
164.279 -45.1604
164.331 -45.1704
164.407 -45.1797
164.459 -45.2007
164.478 -45.2893
164.514 -45.3553
164.592 -45.4202
164.661 -45.4631
164.721 -45.4728
164.763 -45.4718
164.781 -45.4825
164.798 -45.4933
164.831 -45.4702
164.848 -45.4476
164.839 -45.4144
164.803 -45.3485
164.845 -45.3252
164.887 -45.302
164.868 -45.2245
164.893 -45.2128
165.072 -45.2197
165.083 -45.2862
165.125 -45.2852
165.193 -45.2725
165.228 -45.3162
165.229 -45.3607
165.187 -45.3728
165.205 -45.4169
165.214 -45.4612
165.258 -45.5269
165.218 -45.6058
165.227 -45.6278
165.286 -45.6264
165.32 -45.6256
165.372 -45.6355
165.398 -45.6683
165.433 -45.712
165.484 -45.6885
165.534 -45.654
165.567 -45.6198
165.575 -45.5862
165.582 -45.5415
165.617 -45.563
165.685 -45.5614
165.746 -45.6044
165.772 -45.6483
165.79 -45.6924
165.74 -45.7381
165.716 -45.7721
165.7 -45.8504
165.727 -45.9054
165.787 -45.8928
165.812 -45.87
165.819 -45.8364
165.845 -45.8247
165.888 -45.8793
165.914 -45.8787
165.947 -45.8556
165.964 -45.8441
165.989 -45.8101
166.006 -45.7986
166.023 -45.7982
166.032 -45.8203
166.032 -45.8425
166.033 -45.8759
166.016 -45.8874
165.983 -45.9104
165.975 -45.944
165.933 -45.9673
165.934 -46.0006
165.968 -46.0109
165.986 -46.0328
165.986 -46.055
166.021 -46.0987
166.157 -46.0844
166.285 -46.0925
166.43 -46.089
166.489 -46.0765
166.522 -46.0423
166.573 -46.0077
166.571 -45.9521
166.588 -45.9517
166.597 -45.9515
166.615 -45.9956
166.649 -45.9948
166.658 -46.0057
166.692 -46.016
166.769 -46.0253
166.779 -46.0807
166.79 -46.1806
166.782 -46.2364
166.739 -46.193
166.749 -46.2706
166.775 -46.2811
166.801 -46.3139
166.811 -46.3471
166.837 -46.3687
166.871 -46.379
166.896 -46.3339
166.947 -46.3327
166.978 -46.2429
167.021 -46.2419
167.064 -46.252
167.115 -46.2508
167.175 -46.2827
167.193 -46.3046
167.228 -46.3483
167.263 -46.3919
167.298 -46.4245
167.324 -46.4572
167.35 -46.4789
167.351 -46.5234
167.335 -46.5683
167.276 -46.5808
167.269 -46.6255
167.227 -46.6599
167.262 -46.7036
167.246 -46.7373
167.154 -46.8063
167.215 -46.8828
167.243 -46.9711
167.294 -46.9922
167.363 -47.0016
167.362 -46.9683
167.388 -46.9788
167.438 -46.9553
167.463 -46.9213
167.497 -46.8983
167.531 -46.9086
167.507 -46.9648
167.533 -46.9865
167.519 -47.1203
167.553 -47.1195
167.628 -47.0398
167.637 -47.073
167.621 -47.0956
167.605 -47.1628
167.64 -47.2176
167.684 -47.2388
167.735 -47.2598
167.787 -47.2697
167.836 -47.2129
167.904 -47.189
167.946 -47.1769
168.006 -47.1977
168.076 -47.2628
168.077 -47.2962
168.051 -47.3079
168.053 -47.3524
168.122 -47.4064
168.165 -47.4165
168.181 -47.3716
168.206 -47.3599
168.224 -47.3817
168.258 -47.4142
168.254 -47.5702
168.298 -47.6247
168.359 -47.7123
168.41 -47.7111
168.445 -47.7325
168.506 -47.7867
168.608 -47.7953
168.642 -47.7723
168.65 -47.7609
168.675 -47.727
168.7 -47.693
168.733 -47.6588
168.809 -47.657
168.895 -47.6772
168.964 -47.7089
169.024 -47.7408
169.102 -47.7834
169.111 -47.8166
169.121 -47.872
169.089 -47.9396
169.082 -47.9954
169.142 -48.0273
169.176 -48.0154
169.226 -47.9808
169.276 -47.9462
169.343 -47.9001
169.394 -47.8766
169.461 -47.8304
169.503 -47.8183
169.529 -47.8288
169.564 -47.8613
169.598 -47.8605
169.632 -47.8486
169.674 -47.8253
169.725 -47.8129
169.767 -47.7896
169.852 -47.7876
169.877 -47.7981
169.928 -47.7857
169.979 -47.7845
170.047 -47.7717
170.098 -47.7482
170.158 -47.769
170.175 -47.7686
170.217 -47.7453
170.25 -47.7223
170.293 -47.7101
170.327 -47.7093
170.378 -47.6969
170.429 -47.7179
170.481 -47.7278
170.532 -47.7377
170.6 -47.736
170.642 -47.7016
170.693 -47.7004
170.769 -47.6985
170.889 -47.7067
171.017 -47.7036
171.059 -47.6914
171.127 -47.712
171.256 -47.7311
171.341 -47.7513
171.427 -47.7604
171.538 -47.7799
171.641 -47.7996
171.643 -47.8997
171.677 -47.91
171.736 -47.8863
171.796 -47.8738
171.822 -47.8842
171.907 -47.8933
171.984 -47.9136
172.069 -47.8893
172.239 -47.8963
172.367 -47.8931
172.445 -47.9357
172.505 -47.9454
172.573 -47.9771
172.634 -48.0201
172.661 -48.0639
172.662 -48.0973
172.764 -48.1059
172.833 -48.1265
172.901 -48.1471
173.013 -48.1999
173.065 -48.232
173.109 -48.2755
173.161 -48.2965
173.195 -48.3067
173.23 -48.3393
173.334 -48.4035
173.377 -48.4469
173.43 -48.5235
173.457 -48.5785
173.475 -48.6226
173.46 -48.6897
173.464 -48.8454
173.49 -48.8893
173.55 -48.8989
173.585 -48.9315
173.621 -48.9974
173.657 -49.0632
173.692 -49.1292
173.719 -49.173
173.798 -49.249
173.867 -49.2918
173.911 -49.3575
173.921 -49.4017
173.887 -49.4137
173.896 -49.4357
173.922 -49.4685
173.966 -49.5119
174.026 -49.5215
174.059 -49.4984
174.153 -49.485
174.297 -49.4814
174.419 -49.5674
174.453 -49.5555
174.503 -49.5319
174.554 -49.5084
174.613 -49.5069
174.691 -49.5273
174.777 -49.5696
174.812 -49.6133
174.855 -49.6456
174.898 -49.6445
174.95 -49.6655
174.942 -49.6991
174.925 -49.6995
174.865 -49.6787
174.848 -49.7125
174.942 -49.7213
174.977 -49.7427
175.105 -49.7507
175.148 -49.7829
175.217 -49.7924
175.251 -49.7804
175.284 -49.7573
175.36 -49.7331
175.394 -49.7323
175.472 -49.7749
175.609 -49.8159
175.653 -49.8482
175.738 -49.8572
175.806 -49.8333
175.942 -49.8299
176.028 -49.8611
176.164 -49.8577
176.276 -49.8771
176.361 -49.8972
176.447 -49.9396
176.525 -49.9599
176.602 -49.9913
176.672 -50.0452
176.715 -50.0553
176.756 -49.9986
176.808 -50.0307
176.893 -50.0285
177.065 -50.091
177.092 -50.1459
177.16 -50.1442
177.221 -50.2094
177.274 -50.2749
177.318 -50.3294
177.396 -50.3942
177.475 -50.4813
177.537 -50.5799
177.574 -50.6902
177.525 -50.7582
177.543 -50.8023
177.586 -50.8012
177.654 -50.8106
177.739 -50.8196
177.792 -50.8628
177.835 -50.8839
177.853 -50.928
177.856 -51.0615
177.924 -51.0486
177.856 -51.0615
177.884 -51.1387
177.885 -51.1721
177.911 -51.2159
177.922 -51.2824
177.957 -51.3261
177.993 -51.4253
177.961 -51.4818
177.901 -51.4722
177.876 -51.4951
177.911 -51.5498
177.998 -51.6144
178.068 -51.6683
178.119 -51.667
178.154 -51.6995
178.223 -51.7311
178.256 -51.708
178.274 -51.7409
178.385 -51.7492
178.547 -51.7451
178.641 -51.7538
178.768 -51.7395
178.871 -51.7369
179.049 -51.7212
179.203 -51.7284
179.322 -51.7253
179.475 -51.7214
179.697 -51.7157
179.722 -51.6928
179.773 -51.6804
179.849 -51.6784
179.909 -51.688
179.986 -51.6972
180.072 -51.7061
180.122 -51.6826
180.181 -51.6699
180.265 -51.6232
180.342 -51.6324
180.384 -51.6091
180.469 -51.5957
180.537 -51.5606
180.572 -51.5931
180.613 -51.5364
180.655 -51.5242
180.765 -51.5102
180.893 -51.4958
180.926 -51.4615
181.249 -51.4198
181.47 -51.3918
181.572 -51.4003
181.709 -51.3968
181.751 -51.3734
181.836 -51.3935
182.117 -51.3862
182.134 -51.3746
182.202 -51.3728
182.381 -51.3682
182.431 -51.3224
182.473 -51.3101
182.516 -51.3201
182.601 -51.3179
182.609 -51.2955
182.754 -51.3028
182.83 -51.2674
182.873 -51.2886
182.976 -51.2859
182.993 -51.2966
183.044 -51.3064
183.06 -51.2614
183.094 -51.2383
183.153 -51.2256
183.239 -51.2568
183.281 -51.2334
183.331 -51.1876
183.433 -51.196
183.477 -51.2172
183.493 -51.1834
183.535 -51.1823
183.662 -51.1344
183.713 -51.1219
183.806 -51.1084
184.01 -51.103
184.035 -51.0801
184.206 -51.0868
184.368 -51.0825
184.394 -51.0929
184.445 -51.0916
184.565 -51.1107
184.566 -51.1441
184.635 -51.1757
184.66 -51.1527
184.796 -51.1491
184.83 -51.1371
184.916 -51.1682
184.992 -51.1551
185.026 -51.1431
185.129 -51.1626
185.17 -51.1281
185.204 -51.1161
185.222 -51.1379
185.391 -51.1
185.459 -51.0871
185.484 -51.0753
185.561 -51.0733
185.595 -51.0946
185.62 -51.0606
185.645 -51.0488
185.714 -51.047
185.755 -51.0125
185.874 -51.0093
185.951 -50.9851
186.112 -50.9585
186.265 -50.9433
186.418 -50.9393
186.451 -50.905
186.528 -50.9029
186.562 -50.8909
186.596 -50.9011
186.63 -50.9002
186.689 -50.8875
186.732 -50.8753
186.902 -50.8818
186.97 -50.8689
187.004 -50.8791
187.047 -50.8891
187.063 -50.8441
187.148 -50.8308
187.266 -50.7942
187.352 -50.8253
187.428 -50.7899
187.556 -50.7976
187.632 -50.7622
187.751 -50.7367
187.845 -50.7565
187.878 -50.7222
187.912 -50.7324
187.954 -50.709
188.082 -50.7167
188.133 -50.6931
188.21 -50.691
188.345 -50.654
188.396 -50.6526
188.439 -50.6626
188.489 -50.639
188.583 -50.6254
188.642 -50.6238
188.701 -50.5665
188.743 -50.5432
188.802 -50.5304
188.836 -50.5295
188.853 -50.5402
188.956 -50.5485
189.015 -50.5469
189.058 -50.5347
189.083 -50.5117
189.117 -50.5108
189.203 -50.5419
189.204 -50.5752
189.23 -50.6079
189.289 -50.5952
189.306 -50.5836
189.349 -50.6047
189.373 -50.5484
189.417 -50.5695
189.433 -50.5357
189.493 -50.5563
189.543 -50.5327
189.585 -50.5093
189.637 -50.5301
189.766 -50.5823
189.817 -50.5809
189.91 -50.5561
190.071 -50.5184
190.216 -50.5256
190.292 -50.479
190.403 -50.476
190.521 -50.4283
190.588 -50.3931
190.724 -50.4005
190.758 -50.3773
190.868 -50.3743
190.936 -50.3502
191.132 -50.356
191.234 -50.3309
191.413 -50.3261
191.472 -50.3133
191.617 -50.3094
191.771 -50.3274
191.855 -50.314
191.94 -50.3005
192.017 -50.2984
192.094 -50.2963
192.17 -50.2831
192.229 -50.2814
192.366 -50.2888
192.442 -50.2756
192.536 -50.2842
192.69 -50.2911
192.767 -50.289
192.826 -50.2873
192.886 -50.2857
192.92 -50.2848
193.005 -50.2824
193.04 -50.3037
193.168 -50.3224
193.244 -50.3092
193.261 -50.3087
193.321 -50.3071
193.398 -50.3161
193.441 -50.3149
193.586 -50.3221
193.671 -50.3308
193.722 -50.3294
193.808 -50.3382
193.876 -50.3363
193.944 -50.3344
194.012 -50.3325
194.131 -50.3292
194.199 -50.3273
194.259 -50.3368
194.311 -50.3465
194.396 -50.3553
194.456 -50.3648
194.508 -50.3856
194.551 -50.3955
194.619 -50.4047
194.662 -50.4036
194.705 -50.4135
194.756 -50.4343
194.808 -50.4552
194.859 -50.4648
194.919 -50.4632
194.945 -50.4736
194.979 -50.4838
195.005 -50.5053
195.1 -50.5249
195.168 -50.5231
195.227 -50.5214
195.305 -50.5415
195.382 -50.5616
195.433 -50.5602
195.476 -50.5701
195.51 -50.5803
195.588 -50.6115
195.631 -50.6437
195.665 -50.6427
195.726 -50.6856
195.76 -50.6846
195.852 -50.6153
195.896 -50.6474
195.947 -50.6349
195.998 -50.6335
196.058 -50.6429
196.117 -50.6413
196.176 -50.6285
196.245 -50.6377
196.296 -50.6251
196.373 -50.6341
196.441 -50.6433
196.518 -50.6523
196.595 -50.6613
196.63 -50.6826
196.681 -50.6923
196.767 -50.701
196.843 -50.6766
196.859 -50.6539
196.944 -50.6626
197.004 -50.6609
197.072 -50.659
197.124 -50.6687
197.166 -50.6675
197.226 -50.6769
197.269 -50.6757
197.346 -50.7069
197.389 -50.7169
197.432 -50.7379
197.501 -50.7582
197.518 -50.7689
197.536 -50.7906
197.588 -50.8226
197.606 -50.8443
197.624 -50.8661
197.624 -50.8995
197.635 -50.9548
197.678 -50.987
197.746 -50.9851
197.798 -50.9948
197.824 -51.0385
197.903 -51.092
197.955 -51.135
197.99 -51.1563
198.05 -51.1657
198.092 -51.1645
198.117 -51.1527
198.151 -51.1517
198.16 -51.1626
198.204 -51.1948
198.264 -51.2042
198.315 -51.2028
198.374 -51.1788
198.416 -51.1554
198.458 -51.1319
198.509 -51.1194
198.533 -51.0964
198.54 -51.0294
198.547 -50.9847
198.547 -50.9625
198.563 -50.9286
198.579 -50.8948
198.604 -50.8718
198.638 -50.8708
198.672 -50.8699
198.707 -50.8912
198.716 -50.9132
198.726 -50.9574
198.727 -51.013
198.728 -51.0352
198.696 -51.1141
198.697 -51.1586
198.707 -51.2028
198.741 -51.213
198.775 -51.212
198.8 -51.189
198.816 -51.1552
198.833 -51.1213
198.85 -51.1542
198.884 -51.131
198.935 -51.1296
199.003 -51.1276
199.038 -51.1378
199.072 -51.1368
199.097 -51.1361
199.132 -51.1462
199.166 -51.1453
199.2 -51.1443
199.217 -51.1661
199.235 -51.1989
199.262 -51.2205
199.296 -51.2195
199.321 -51.2076
199.346 -51.1958
199.362 -51.1619
199.379 -51.1392
199.386 -51.1056
199.394 -51.0831
199.393 -51.0498
199.401 -51.0273
199.392 -51.0053
199.391 -50.9719
199.39 -50.9497
199.398 -50.9272
199.423 -50.9153
199.449 -50.9035
199.483 -50.9025
199.508 -50.9018
199.534 -50.9011
199.568 -50.9112
199.602 -50.9214
199.62 -50.9431
199.663 -50.9419
199.697 -50.9409
199.713 -50.9182
199.721 -50.8846
199.746 -50.8616
199.763 -50.8611
199.806 -50.8822
199.901 -50.9129
199.979 -50.9774
199.997 -51.0214
199.99 -51.0661
199.948 -51.0896
199.949 -51.123
200 -51.1215
200.01 -51.1546
200.021 -51.2545
199.971 -51.3004
199.92 -51.3019
199.913 -51.3355
199.914 -51.3689
199.932 -51.4017
199.949 -51.4124
199.934 -51.4907
200.003 -51.511
200.08 -51.5311
200.157 -51.54
200.225 -51.5381
200.259 -51.5371
200.276 -51.5144
200.361 -51.5008
200.359 -51.4341
200.34 -51.3678
200.362 -51.2448
200.37 -51.2223
200.505 -51.1739
200.606 -51.1376
200.648 -51.1364
200.708 -51.1347
200.759 -51.1332
200.785 -51.1325
200.836 -51.1533
200.888 -51.1518
200.913 -51.1511
200.973 -51.1605
201.024 -51.1701
201.084 -51.1796
201.119 -51.1897
201.178 -51.188
201.23 -51.1976
201.273 -51.2075
201.324 -51.2172
201.392 -51.2152
201.435 -51.2251
201.487 -51.2348
201.529 -51.2336
201.606 -51.2425
201.658 -51.2632
201.7 -51.262
201.769 -51.2712
201.82 -51.2808
201.863 -51.2796
201.906 -51.3006
201.924 -51.3224
201.942 -51.3441
201.976 -51.3543
202.018 -51.3531
202.053 -51.3521
202.052 -51.3187
202.059 -51.2962
202.085 -51.2844
202.119 -51.2834
202.162 -51.2933
202.179 -51.3039
202.205 -51.3143
202.29 -51.3229
202.359 -51.3321
202.402 -51.3531
202.463 -51.407
202.482 -51.4733
202.491 -51.4952
202.543 -51.5271
202.578 -51.5484
202.612 -51.5474
202.646 -51.5353
202.665 -51.5904
202.639 -51.6023
202.614 -51.6141
202.598 -51.6369
202.59 -51.6594
202.616 -51.6698
202.675 -51.668
202.735 -51.6663
202.754 -51.7214
202.856 -51.7296
202.941 -51.716
202.974 -51.6817
202.991 -51.6589
203.016 -51.6582
203.017 -51.6804
203.009 -51.7029
203.009 -51.714
203.026 -51.7135
203.06 -51.7126
203.111 -51.6999
203.135 -51.6547
203.178 -51.6646
203.23 -51.6965
203.291 -51.7281
203.342 -51.7266
203.418 -51.7022
203.469 -51.6896
203.502 -51.6663
203.487 -51.7113
203.496 -51.7333
203.522 -51.7437
203.564 -51.7313
203.571 -51.6755
203.585 -51.5971
203.611 -51.5853
203.704 -51.5826
203.73 -51.5707
203.798 -51.5909
203.9 -51.5769
203.934 -51.5759
204.02 -51.5845
204.105 -51.5932
204.14 -51.6033
204.183 -51.6243
204.218 -51.6455
204.235 -51.6451
204.244 -51.667
204.261 -51.6666
204.286 -51.6658
204.363 -51.6524
204.457 -51.6497
204.516 -51.6368
204.551 -51.6692
204.561 -51.7135
204.587 -51.7461
204.605 -51.7789
204.64 -51.8113
204.657 -51.8108
204.708 -51.8093
204.742 -51.8083
204.76 -51.8078
204.76 -51.8412
204.744 -51.8639
204.728 -51.8867
204.711 -51.9094
204.703 -51.9208
204.704 -51.943
204.721 -51.9648
204.773 -51.9744
204.798 -51.9737
204.815 -51.9621
204.823 -51.9284
204.822 -51.9062
204.821 -51.8728
204.829 -51.8503
204.854 -51.8496
204.881 -51.8822
204.907 -51.9037
204.942 -51.9138
204.967 -51.902
204.984 -51.8903
204.991 -51.8678
205.008 -51.8674
205.017 -51.8782
205.018 -51.8894
205.026 -51.9002
205.035 -51.9111
205.043 -51.8997
205.06 -51.8881
205.078 -51.8987
205.07 -51.9435
205.063 -51.9993
205.073 -52.0213
205.099 -52.0428
205.125 -52.0532
205.142 -52.0749
205.194 -52.0957
205.237 -52.0944
205.263 -52.1048
205.296 -52.0927
205.306 -52.1258
205.323 -52.1253
205.322 -52.0808
205.312 -52.0366
205.311 -52.0255
205.328 -52.0027
205.353 -51.9797
205.379 -51.9901
205.405 -52.0116
205.431 -52.0442
205.448 -52.0437
205.441 -52.0884
205.442 -52.1218
205.434 -52.1443
205.452 -52.1549
205.461 -52.188
205.496 -52.2093
205.514 -52.231
205.556 -52.2409
205.608 -52.2505
205.642 -52.2495
205.667 -52.2377
205.684 -52.226
205.701 -52.2144
205.727 -52.2248
205.752 -52.224
205.768 -52.2013
205.785 -52.1674
205.828 -52.1884
205.844 -52.1546
205.869 -52.1538
205.888 -52.2089
205.931 -52.2188
205.965 -52.2178
205.982 -52.2062
206.007 -52.1943
206.016 -52.2274
206.034 -52.238
206.044 -52.2934
206.097 -52.3475
206.141 -52.4018
206.21 -52.4443
206.254 -52.4653
206.28 -52.4757
206.27 -52.4315
206.252 -52.4097
206.243 -52.3877
206.242 -52.3655
206.25 -52.343
206.276 -52.3422
206.284 -52.3531
206.311 -52.3746
206.38 -52.406
206.405 -52.383
206.412 -52.3494
206.437 -52.3375
206.455 -52.3481
206.472 -52.3698
206.482 -52.4029
206.458 -52.4482
206.459 -52.4927
206.469 -52.5369
206.495 -52.5695
206.657 -52.5648
206.69 -52.5193
206.679 -52.4194
206.668 -52.3529
206.701 -52.3297
206.736 -52.3398
206.746 -52.4063
206.758 -52.5061
206.783 -52.5054
206.799 -52.4715
206.834 -52.4705
206.832 -52.4149
206.805 -52.3712
206.786 -52.3049
206.802 -52.2822
206.793 -52.2491
206.826 -52.2147
206.834 -52.1922
206.807 -52.1374
206.839 -52.0919
206.881 -52.0461
206.914 -52.034
206.974 -52.0211
207.075 -51.9736
207.168 -51.9486
207.219 -51.9471
207.295 -51.9448
207.364 -51.9539
207.406 -51.9527
207.449 -51.9403
207.508 -51.9274
207.585 -51.9251
207.637 -51.957
207.713 -51.9547
207.782 -51.9638
207.868 -51.9835
208.031 -52.0343
208.204 -52.096
208.342 -52.1587
208.508 -52.2874
208.586 -52.3518
208.683 -52.438
208.806 -52.579
208.86 -52.6553
208.914 -52.7539
208.933 -52.8313
208.961 -52.9195
208.955 -52.9976
208.918 -53.1768
208.947 -53.3095
208.951 -53.4318
208.977 -53.4311
208.992 -53.3861
208.991 -53.3416
209.05 -53.3064
209.109 -53.3047
209.12 -53.3712
209.095 -53.4164
209.123 -53.4712
209.149 -53.5038
209.184 -53.5251
209.209 -53.5021
209.225 -53.4571
209.232 -53.4235
209.222 -53.3792
209.213 -53.3572
209.204 -53.3241
209.211 -53.3016
209.254 -53.2892
209.313 -53.2763
209.356 -53.2973
209.409 -53.3403
209.392 -53.363
209.367 -53.386
209.352 -53.431
209.353 -53.4644
209.37 -53.4861
209.405 -53.4962
209.43 -53.4732
209.437 -53.4173
209.444 -53.3837
209.495 -53.3711
209.529 -53.359
209.682 -53.3544
209.742 -53.3637
209.836 -53.3831
209.897 -53.4147
209.958 -53.4686
209.994 -53.5231
210.013 -53.5893
209.997 -53.6121
209.98 -53.6126
209.964 -53.6576
210.015 -53.6561
210.041 -53.6664
210.101 -53.6647
210.151 -53.652
210.203 -53.6616
210.229 -53.6942
210.3 -53.77
210.336 -53.8357
210.346 -53.9022
210.313 -53.9366
210.341 -53.9914
210.377 -54.0794
210.429 -54.1001
210.499 -54.1647
210.509 -54.1979
210.588 -54.2845
210.632 -54.3389
210.659 -54.3603
210.659 -54.3826
210.643 -54.4053
210.636 -54.4501
210.637 -54.4834
210.655 -54.5052
210.681 -54.5489
210.705 -54.4814
210.722 -54.4809
210.756 -54.491
210.792 -54.5233
210.811 -54.5895
210.845 -54.5996
210.863 -54.6436
210.898 -54.676
210.976 -54.707
210.944 -54.7748
210.955 -54.8524
210.915 -54.9315
210.917 -54.9982
210.978 -55.0632
211.03 -55.0727
211.106 -55.0482
211.113 -55.0035
211.128 -54.9362
211.169 -54.8904
211.202 -54.8449
211.201 -54.8004
211.182 -54.7565
211.216 -54.7332
211.25 -54.7211
211.309 -54.7193
211.387 -54.7392
211.429 -54.749
211.524 -54.7573
211.592 -54.7553
211.635 -54.7762
211.619 -54.8101
211.644 -54.8093
211.645 -54.8427
211.671 -54.8308
211.696 -54.83
211.696 -54.8078
211.747 -54.8062
211.781 -54.8163
211.842 -54.859
211.904 -54.924
211.957 -54.978
212.026 -55.0316
212.062 -55.075
212.107 -55.1516
212.161 -55.2501
212.223 -55.3373
212.312 -55.4571
212.313 -55.4904
212.406 -55.7214
212.449 -55.7424
212.495 -55.8634
212.523 -55.9516
212.527 -56.0739
212.572 -56.1616
212.574 -56.2284
212.622 -56.405
212.66 -56.5152
212.654 -56.6156
212.647 -56.6603
212.666 -56.7043
212.659 -56.749
212.6 -56.7842
212.523 -56.7976
212.447 -56.8
212.412 -56.7899
212.385 -56.7462
212.367 -56.7022
212.366 -56.6688
212.382 -56.6349
212.373 -56.613
212.331 -56.6254
212.287 -56.6044
212.27 -56.5827
212.275 -56.4823
212.24 -56.4389
212.222 -56.4283
212.137 -56.4197
212.094 -56.4099
212.076 -56.3882
212.058 -56.3553
212.04 -56.3336
211.997 -56.3237
211.955 -56.325
211.919 -56.2816
211.884 -56.2493
211.875 -56.2273
211.882 -56.1825
211.797 -56.174
211.762 -56.1527
211.709 -56.1098
211.675 -56.0886
211.639 -56.0451
211.697 -55.9988
211.671 -55.9663
211.653 -55.9556
211.619 -55.9344
211.567 -55.9026
211.531 -55.8703
211.488 -55.8382
211.436 -55.8175
211.401 -55.7852
211.349 -55.7533
211.323 -55.743
211.307 -55.7768
211.325 -55.8097
211.335 -55.8651
211.346 -55.9427
211.381 -55.9861
211.435 -56.0624
211.479 -56.1056
211.505 -56.1382
211.55 -56.1925
211.577 -56.2363
211.629 -56.2792
211.664 -56.3004
211.69 -56.3219
211.708 -56.3436
211.734 -56.3762
211.753 -56.4313
211.772 -56.4753
211.789 -56.497
211.824 -56.5294
211.851 -56.5731
211.895 -56.6163
211.939 -56.6483
211.964 -56.6253
211.989 -56.6134
212.032 -56.6233
212.049 -56.6339
212.067 -56.6667
212.11 -56.6654
212.144 -56.6533
212.187 -56.6854
212.197 -56.7073
212.198 -56.7407
212.158 -56.8421
212.16 -56.92
212.178 -56.9528
212.197 -56.9968
212.223 -57.0182
212.241 -57.0622
212.284 -57.0721
212.302 -57.0938
212.311 -57.0935
212.339 -57.1706
212.373 -57.1807
212.399 -57.2022
212.433 -57.2011
212.45 -57.1895
212.458 -57.1559
212.457 -57.1225
212.525 -57.1427
212.524 -57.0982
212.54 -57.0643
212.583 -57.0741
212.592 -57.085
212.601 -57.107
212.627 -57.1062
212.625 -57.0617
212.633 -57.0392
212.65 -57.0165
